Gene	corr	p.value	p.adj	Module
MIR4676	-0.00122406506125736	0.991457759692173	1	MEturquoise
P2RY12	0.109888013996142	0.335014994625003	1	MEturquoise
AP002893.1	0.0732199996565354	0.521339434440508	1	MEturquoise
AP001107.3	0.0114117719323412	0.920489961513498	1	MEturquoise
INSC	0.13174294871203	0.247131257738507	1	MEturquoise
AC021683.4	-0.524696335246882	6.91630448412672e-07	0.00210878123721024	MEturquoise
APOC1P1	-0.0772123799084349	0.498818049681447	1	MEturquoise
AC011998.3	-0.253215746933226	0.0243483208488515	1	MEturquoise
AC093424.1	0.290152979907134	0.00948972273466482	1	MEturquoise
CBX3P8	-0.0735157257132406	0.519653801827748	1	MEturquoise
MELK	0.409074792011477	0.000181712124080732	0.486261644040038	MEturquoise
RNA5SP402	0.0576159042132172	0.614009715421078	1	MEturquoise
AC005394.1	0.273568647156237	0.0147073573121303	1	MEturquoise
C1QTNF1	0.870443931333559	2.06679369881876e-25	7.52519585739912e-22	MEturquoise
NIFKP3	0.324700598616904	0.00350538072094661	1	MEturquoise
RN7SL861P	-0.213577239866943	0.0587675958304197	1	MEturquoise
RNU6ATAC16P	0.137415579487602	0.22718297336134	1	MEturquoise
AC003005.2	0.0822453361165748	0.471166189815712	1	MEturquoise
MIR1277	0.122220111225125	0.283257681004419	1	MEturquoise
LINC01666	-0.165361063770242	0.145287189791294	1	MEturquoise
C2CD4B	-0.0723859907074723	0.526108084457706	1	MEturquoise
ANK3-DT	0.0975747465902365	0.392283408139993	1	MEturquoise
AC097480.1	0.0264948047506942	0.816710366975572	1	MEturquoise
U91328.3	0.344446653998975	0.0018808889071363	1	MEturquoise
AL021807.1	0.293694170067483	0.00861389537589538	1	MEturquoise
LINC02002	0.0888042357124699	0.436411186430386	1	MEturquoise
AC079070.1	0.338225810704239	0.00229842201857911	1	MEturquoise
AC010976.1	0.16057820665759	0.157451963175461	1	MEturquoise
AC023790.2	0.235441834086873	0.0367295253232792	1	MEturquoise
MIR4646	-0.0418539789931011	0.714187964594864	1	MEturquoise
IL13	0.276319803834383	0.0136999768216284	1	MEturquoise
UPK1A-AS1	0.734769877434504	1.27895935098464e-14	4.45205750077754e-11	MEturquoise
AC090568.1	0.377710651699518	0.00059978372349192	1	MEturquoise
VN1R51P	0.52832474322869	5.60700713188451e-07	0.00171350137950391	MEturquoise
RNA5SP366	0.215094330532983	0.0569525549626472	1	MEturquoise
ARF4P4	-0.186623432060305	0.09959733164819	1	MEturquoise
DPEP3	0.190770828942256	0.09216499224408	1	MEturquoise
MIR4306	0.0871513184917136	0.445030627659267	1	MEturquoise
SYNE1-AS1	-0.209908565996462	0.0633518634646538	1	MEturquoise
LINC02299	0.0199064718403342	0.861763571761603	1	MEturquoise
MIR4760	0.5136198107995	1.29317407282855e-06	0.00390021300365089	MEturquoise
THPO	0.189234814613445	0.0948649538414632	1	MEturquoise
MYH6	-0.439565644688099	5.05611732104518e-05	0.141116234430371	MEturquoise
AC006511.1	0.382879919276819	0.000496610898551734	1	MEturquoise
ST14	0.79131933041036	4.00807452473751e-18	1.42086241901945e-14	MEturquoise
FGF7	0.328212280238951	0.00314717257708862	1	MEturquoise
AC092118.1	-0.246528096273462	0.028510626020317	1	MEturquoise
AC114490.2	-0.203717653170736	0.0717413618981878	1	MEturquoise
AC073335.1	0.144545107071142	0.203745144698063	1	MEturquoise
CLEC2L	0.933633522676768	4.53665200439326e-36	1.67856124162551e-32	MEturquoise
ADCY3	0.97254176722191	1.64613559188128e-50	6.16807006277915e-47	MEturquoise
AC084866.1	0.0482238294990494	0.672998340454215	1	MEturquoise
AL021407.2	0.526208745330447	6.33887582248396e-07	0.00193462490102211	MEturquoise
TIMM9P2	-0.21354381892893	0.0588081044076492	1	MEturquoise
AL160408.3	-0.425633351840255	9.20992533240381e-05	0.252444053361188	MEturquoise
LINC01290	-0.0629255027225145	0.581684515736429	1	MEturquoise
AC092115.2	0.251223300551023	0.0255306327675976	1	MEturquoise
LINC00629	0.228254135717718	0.0430501396982919	1	MEturquoise
LINC02009	0.158774773743555	0.162230069278804	1	MEturquoise
SPIB	-0.427891899352388	8.37149474402765e-05	0.23021610546076	MEturquoise
RPIAP1	0.137345006438391	0.227424021955928	1	MEturquoise
AC007953.1	-0.0648885163976877	0.569934324292242	1	MEturquoise
AC090114.1	-0.152240168569532	0.180442342852611	1	MEturquoise
AC092811.1	-0.25487076913366	0.0234019173815623	1	MEturquoise
Z97205.2	-0.132910817118548	0.242929138225003	1	MEturquoise
1-Dec	-0.152178483255326	0.180621077187295	1	MEturquoise
HNRNPA1P53	0.00602625907183572	0.957963543301547	1	MEturquoise
OR52P1P	-0.322223986478882	0.00377943567134117	1	MEturquoise
AC133552.4	0.0908752701032695	0.425745731138933	1	MEturquoise
AC008403.1	-0.11229134254509	0.324486829233089	1	MEturquoise
AC024563.1	0.0218575282501033	0.848368747135403	1	MEturquoise
UTS2	-0.0775914386982377	0.496706419593246	1	MEturquoise
AC060766.7	-0.182951534083002	0.106561505322796	1	MEturquoise
AC018781.1	-0.393014886754797	0.000339892897905407	0.88508110614568	MEturquoise
AC010320.4	-0.121023686683843	0.288032535722054	1	MEturquoise
AC097504.2	0.0411624850379881	0.718711513290001	1	MEturquoise
OR1J2	-0.258061729909608	0.0216653569939296	1	MEturquoise
AC244517.11	-0.0187169686941328	0.869949430614937	1	MEturquoise
AC127024.4	0.0557609010466453	0.625483212110312	1	MEturquoise
AL645608.6	0.194190411215033	0.0863715202144528	1	MEturquoise
RPL41P1	-0.237641240487158	0.0349578519913115	1	MEturquoise
PEX5L-AS2	0.420707545265201	0.000113149968701605	0.30742846496226	MEturquoise
HERC2P8	-0.0104659493402923	0.927061015171591	1	MEturquoise
AC239600.1	0.633685205105062	3.65546775220244e-10	1.21288420018077e-06	MEturquoise
RPSAP37	-0.0841783099665979	0.460770849277987	1	MEturquoise
RPS15AP27	0.135816456932417	0.232688825068026	1	MEturquoise
PITX1	-0.122452343963939	0.282336983135576	1	MEturquoise
ZNF890P	-0.0735225659025663	0.519614845531115	1	MEturquoise
AC092112.1	-0.186749656395414	0.0993644192407772	1	MEturquoise
AC012404.2	0.344122303499783	0.00190084340111428	1	MEturquoise
RHBDL2	-0.384732584801187	0.000463774352831814	1	MEturquoise
RNU1-67P	0.312056290663959	0.0051152562289134	1	MEturquoise
AL390726.5	0.23313644123466	0.0386664351299163	1	MEturquoise
TK1	0.272711659925759	0.0150339553253632	1	MEturquoise
AC005906.2	0.703513791308991	4.82557300810993e-13	1.66240990129387e-09	MEturquoise
RNU6-296P	0.230413975192504	0.0410625793628328	1	MEturquoise
AL513122.2	-0.366389964831407	0.000897202591566438	1	MEturquoise
AP005205.2	-0.126401394113802	0.266985237415861	1	MEturquoise
FPR2	0.0714068816608217	0.531734129339191	1	MEturquoise
MRPS15P1	0.171498268419904	0.130728773664612	1	MEturquoise
ARSD-AS1	-0.047596610338914	0.677014107497936	1	MEturquoise
AC008549.2	0.200357473855437	0.0766554144292605	1	MEturquoise
PLGLA	0.149450422020772	0.1886551000299	1	MEturquoise
WNT7A	-0.243560898988694	0.0305413549649328	1	MEturquoise
AGGF1P3	0.232273947909395	0.0394126092945017	1	MEturquoise
AL353705.2	-0.0653135396498994	0.567404917587609	1	MEturquoise
AC019294.3	-0.105113800460609	0.356561058565921	1	MEturquoise
AC008758.2	0.127769560035497	0.261800387640636	1	MEturquoise
LDHAP7	0.0807343980952701	0.479379357931435	1	MEturquoise
DSG2	0.74852372693461	2.19206392200242e-15	7.68099198269649e-12	MEturquoise
AC002511.1	0.183214171382597	0.106051146158364	1	MEturquoise
RN7SKP76	0.134067975775589	0.238814380205166	1	MEturquoise
LZTS1-AS1	-0.324672759189367	0.00350836012180606	1	MEturquoise
AF064858.1	0.496459900616481	3.26782768630238e-06	0.00968584126220026	MEturquoise
RN7SL394P	0.433701326354457	6.52864801583399e-05	0.180451831157652	MEturquoise
AC130686.1	0.343186221047766	0.00195950568706271	1	MEturquoise
AC004014.1	-0.0315318967375453	0.782653240182429	1	MEturquoise
OR2AL1P	0.19368980819092	0.0872011589930624	1	MEturquoise
LINC02213	-0.216410077241761	0.0554156642234698	1	MEturquoise
AP003041.1	-0.108208114903875	0.342500692354332	1	MEturquoise
ABCB10P1	0.0640824896385829	0.574745591774112	1	MEturquoise
AC093458.1	0.0197953633081454	0.862527590280101	1	MEturquoise
CALCB	0.587581163070623	1.25084943283655e-08	4.03023687259936e-05	MEturquoise
SHOC1	0.253503201736822	0.0241816476677539	1	MEturquoise
RNU11-6P	0.128429838540778	0.259322741009466	1	MEturquoise
AL645504.1	-0.0600167324089593	0.599296971020626	1	MEturquoise
ULBP2	-0.214688755056031	0.0574332463754689	1	MEturquoise
RHCG	0.498018896344792	3.01008332962784e-06	0.00893693740566507	MEturquoise
AL162151.2	-0.203166791879354	0.0725291571461034	1	MEturquoise
AC007325.2	-0.520515266649774	8.78203114785774e-07	0.00266798106271918	MEturquoise
AL445437.1	0.399547902014364	0.000264464309781842	0.696598991965373	MEturquoise
AP006587.1	0.264749344123181	0.0183797964287468	1	MEturquoise
RPL13AP17	0.374652945739308	0.000669663842097257	1	MEturquoise
DMRTA2	0.0704605550610065	0.537200059933471	1	MEturquoise
AL031186.1	0.107929888903992	0.34375052104189	1	MEturquoise
AC116050.1	0.226026181705269	0.0451832429472536	1	MEturquoise
AL132875.2	0.259238199555667	0.0210534644147733	1	MEturquoise
AC109347.2	0.554391365749646	1.15246510675483e-07	0.000360952071435612	MEturquoise
HNRNPA1P33	0.0867486435162026	0.447144772811932	1	MEturquoise
MT1DP	-0.380118127067849	0.000549518293665459	1	MEturquoise
MIR548XHG	-0.00730531516873509	0.949052282657836	1	MEturquoise
COX5BP1	-0.0381810290083707	0.738324384668292	1	MEturquoise
AC008592.5	0.0407232028978722	0.721590205701549	1	MEturquoise
AC092143.2	0.290333303243158	0.00944331172521545	1	MEturquoise
AP001527.2	-0.384307131168071	0.000471134344274397	1	MEturquoise
AC006924.1	0.241039341058872	0.0323615477951848	1	MEturquoise
LINC02664	0.554441421936354	1.14881878675352e-07	0.000359971041966512	MEturquoise
SKINT1L	-0.00359251360899728	0.974932918125878	1	MEturquoise
OLIG1	0.28974704818367	0.00959493042328316	1	MEturquoise
RN7SL8P	-0.159577995077878	0.160088893008663	1	MEturquoise
MIR6827	0.0358319257060893	0.753896660846033	1	MEturquoise
RPL21P40	0.156485948566129	0.168447591263555	1	MEturquoise
AC008250.2	0.385237749698561	0.000455172043541936	1	MEturquoise
AP1M2	0.0859680772839929	0.451258847102506	1	MEturquoise
LINC02168	0.546255464830346	1.91581884410854e-07	0.00059677756993981	MEturquoise
MIR608	0.377580065562538	0.000602626541268393	1	MEturquoise
AC091390.2	-0.241588881720107	0.0319572834069236	1	MEturquoise
HMGB1P1	-0.166164193276525	0.143315660079828	1	MEturquoise
RNU6-397P	0.537283497776789	3.30437996230811e-07	0.00102039253236074	MEturquoise
MIR4520-2	-0.0300985404760427	0.792306072385532	1	MEturquoise
AC007563.1	0.213589254119236	0.0587530392450503	1	MEturquoise
AC087343.1	-0.225994765958168	0.045213934595875	1	MEturquoise
TREML2	0.0935993758656545	0.411946793128556	1	MEturquoise
AC087430.1	0.265483624576219	0.0180465778542241	1	MEturquoise
AC018630.2	0.11316125042594	0.320728695821314	1	MEturquoise
MIR4479	0.0386590575676353	0.735168134637981	1	MEturquoise
AL606495.1	0.106212627454241	0.351527759153387	1	MEturquoise
UQCRFS1P3	-0.0412010046953115	0.718459273094798	1	MEturquoise
CCN5	-0.630778190629157	4.64740817920259e-10	1.53736262568022e-06	MEturquoise
OR9P1P	0.192336956460145	0.089474775067072	1	MEturquoise
AC133963.2	0.250351963225216	0.0260627843837592	1	MEturquoise
AC015689.1	-0.416739835048535	0.000133250526390427	0.360176172833324	MEturquoise
AC129502.1	-0.0911688772548414	0.424245874374527	1	MEturquoise
RF02181	0.337971368332647	0.00231714689313631	1	MEturquoise
CCIN	-0.422032729919992	0.000107087552952882	0.29170649424365	MEturquoise
MIR4326	0.255428074272675	0.0230903568644762	1	MEturquoise
AC004477.2	0.21034085709654	0.0627970755878333	1	MEturquoise
AC104035.1	0.026151706003812	0.819043318214501	1	MEturquoise
SPNS3	-0.35295873717567	0.00142019638747288	1	MEturquoise
BMX	0.124840612661719	0.272984039382362	1	MEturquoise
WDR7-OT1	-0.062309315797996	0.585395639281296	1	MEturquoise
AC008066.1	0.368804657931658	0.000824352427926036	1	MEturquoise
MIR1289-1	-0.0104518872803195	0.92715874851393	1	MEturquoise
HIST2H3PS2	0.199962658362702	0.0772500551377751	1	MEturquoise
THRIL	-0.0103380027824393	0.927950301750445	1	MEturquoise
STMND1	0.383896135859664	0.000478345488198157	1	MEturquoise
AC108516.2	0.528468966497586	5.56014814735079e-07	0.00169973728864514	MEturquoise
LINC01511	0.141317892762535	0.214131205551225	1	MEturquoise
FTLP12	0.335319168946515	0.00252063833173065	1	MEturquoise
AC003669.1	0.0239575407249164	0.833999199228279	1	MEturquoise
KNOP1P4	0.359194209140108	0.00115031845801431	1	MEturquoise
FUNDC2P1	-0.0313060296890368	0.784172190262371	1	MEturquoise
MIR4783	0.259867138213571	0.0207324458957623	1	MEturquoise
AC064874.1	0.290777248836035	0.00932989532433352	1	MEturquoise
AC005154.4	0.0387080247130351	0.734845068643586	1	MEturquoise
OR2T4	0.291650596104766	0.00911025069236063	1	MEturquoise
AC079061.1	-0.31536737823203	0.00464034831723358	1	MEturquoise
AC011816.1	0.563768792002463	6.30688958151457e-08	0.000199549986359121	MEturquoise
SLC6A18	0.349897321973299	0.0015726011597708	1	MEturquoise
AC011611.3	0.00130390072899484	0.990900642769423	1	MEturquoise
SBK3	0.413078908347004	0.000154672976060423	0.416998343458901	MEturquoise
AL137802.1	0.263082697590598	0.0191557690916061	1	MEturquoise
C20orf181	0.0916552749666416	0.421767846824067	1	MEturquoise
ADAMTS14	-0.243339774630216	0.0306974478122886	1	MEturquoise
AC073352.2	-0.285363276635551	0.0107976732634191	1	MEturquoise
AL135934.1	-0.371856107596418	0.000739997037730819	1	MEturquoise
IQGAP3	0.191455720433446	0.0909807860081349	1	MEturquoise
AL356986.1	-0.00290968161515646	0.979696312150624	1	MEturquoise
SDCBPP2	0.126510486740931	0.266569294020477	1	MEturquoise
ABCG5	0.519594926089726	9.25210579443088e-07	0.00280708889803033	MEturquoise
MIR548W	0.245463308860846	0.0292258352289657	1	MEturquoise
AC008609.1	-0.0559142170498056	0.624531498245751	1	MEturquoise
MTHFD1P1	-0.137434765215246	0.227117473667269	1	MEturquoise
AL365356.1	-0.0931969834748375	0.413968578705608	1	MEturquoise
AC083862.1	-0.0700972534225444	0.539305799031194	1	MEturquoise
AC099489.1	-0.635862340551339	3.04884817312879e-10	1.01221759347876e-06	MEturquoise
RNU6-39P	0.0340258243569626	0.765936812715553	1	MEturquoise
AL354751.1	0.206469087777817	0.0679088026523515	1	MEturquoise
NR1I3	0.0354364823073692	0.75652793713852	1	MEturquoise
RN7SKP238	0.347836300047989	0.00168335955663122	1	MEturquoise
SLC25A6P5	0.192694461530103	0.0888694479810388	1	MEturquoise
AL160314.1	0.102881207561684	0.366923992691753	1	MEturquoise
CLIC1P1	-0.148023648428015	0.192958343350227	1	MEturquoise
AC005050.1	0.370937505432516	0.000764524716565932	1	MEturquoise
AL359399.1	-0.191691015568931	0.0905767305222156	1	MEturquoise
MRPS17P1	-0.156495205908282	0.168422095787779	1	MEturquoise
RN7SL385P	0.157443191242309	0.165826275772559	1	MEturquoise
AC114810.1	0.103984451335622	0.361780311417892	1	MEturquoise
AC098820.3	0.200541328425864	0.0763797581418709	1	MEturquoise
IQCF5	0.102851281768297	0.367064136098405	1	MEturquoise
MIR3126	0.40008725479419	0.000258982093249107	0.683971708270892	MEturquoise
AC012360.2	0.310106170270913	0.00541468013035437	1	MEturquoise
AC010655.2	-0.278624782489178	0.0129025205064617	1	MEturquoise
CXCR1	-0.171729508475635	0.130202770832192	1	MEturquoise
OR1F1	-0.013359564792109	0.906975008331447	1	MEturquoise
AC079760.1	0.35297566470147	0.00141939216245152	1	MEturquoise
LINC00624	0.16842421084979	0.137875746798128	1	MEturquoise
AC012653.1	-0.0322591800619903	0.777767822012485	1	MEturquoise
RN7SL440P	-0.147386639422187	0.194902264619081	1	MEturquoise
AL160408.5	0.113660834648521	0.318583073933011	1	MEturquoise
FBXO39	-0.284392305867451	0.0110811826643338	1	MEturquoise
ITGBL1	-0.395220970488839	0.000312459470182686	0.817393973997907	MEturquoise
AC067863.2	0.0105690130640748	0.926344740469564	1	MEturquoise
CYCSP45	-0.236656454931723	0.0357420718150022	1	MEturquoise
ABCA9-AS1	0.209451190074668	0.0639431602475645	1	MEturquoise
PRSS44P	0.228324384346226	0.0429842627844655	1	MEturquoise
AC093890.1	0.184366951795887	0.103833495622488	1	MEturquoise
KLHL30	0.688767425102424	2.28312345466208e-12	7.78545098039771e-09	MEturquoise
TMEM89	-0.0377567102997196	0.741129636842895	1	MEturquoise
FGF12-AS3	0.171668722764597	0.130340884113516	1	MEturquoise
AC011944.1	0.263957050101065	0.0187452498349819	1	MEturquoise
AC090607.5	0.0274873580838801	0.809970380969494	1	MEturquoise
LINC02003	-0.385035324219851	0.000458601411260428	1	MEturquoise
AL136454.1	-0.210006911047432	0.0632253031206521	1	MEturquoise
LINC02580	-0.233688281683612	0.0381952197918983	1	MEturquoise
HIRAP1	0.455686809612697	2.44326178288768e-05	0.0694130672518389	MEturquoise
AC005165.2	0.208478869672014	0.065215025995763	1	MEturquoise
AC087441.2	0.102731135800167	0.367627112513503	1	MEturquoise
AC090607.3	-0.235712748763454	0.0365073276694035	1	MEturquoise
RNU1-21P	0.107701221304145	0.344779861433075	1	MEturquoise
AL162427.1	-0.123081891697782	0.279851125941307	1	MEturquoise
RNU4-53P	-0.0146394936566623	0.898108208682926	1	MEturquoise
MIR138-2	0.464904851492887	1.58522193148505e-05	0.0454958694336209	MEturquoise
CTLA4	0.0636934689933655	0.57707442061819	1	MEturquoise
AL445231.1	0.319743279374595	0.0040729184652659	1	MEturquoise
AC027130.1	0.31935199832014	0.00412101578783068	1	MEturquoise
AC007216.2	0.0540295975433206	0.636272518996594	1	MEturquoise
TRAJ10	-0.0974004377005865	0.393133713568676	1	MEturquoise
AL022318.1	-0.221185870927546	0.0501193535925119	1	MEturquoise
KRT81	0.220490458423592	0.0508636332523434	1	MEturquoise
MIR548I1	0.186877751518266	0.0991284905894484	1	MEturquoise
AC010336.4	0.189657448010928	0.0941159406752143	1	MEturquoise
AC023509.1	-0.200066141079414	0.0770938422754859	1	MEturquoise
CRP	-0.144435528318997	0.204091794715446	1	MEturquoise
AL445430.2	0.417312523539199	0.00013015872666983	0.35220951436856	MEturquoise
FREM3	-0.529932490116877	5.10511167523095e-07	0.00156216417262067	MEturquoise
FOXS1	0.156277354632866	0.169022829143876	1	MEturquoise
MIR1197	0.552440988850435	1.30339724201525e-07	0.000407702657302371	MEturquoise
RNY4P3	0.263115881635246	0.0191400492842075	1	MEturquoise
POLR2KP2	0.0597753375554526	0.600769187110991	1	MEturquoise
AC104971.3	-0.498778387088032	2.89156110781548e-06	0.00859082805131981	MEturquoise
AC244453.1	0.327759879766781	0.0031914052401548	1	MEturquoise
SLC9A3	0.0825833067312617	0.469339519614122	1	MEturquoise
RF00004	-0.117344826877995	0.303046293391176	1	MEturquoise
AC245100.1	0.0342139171968927	0.764680270913872	1	MEturquoise
MIR493	0.656687417519124	4.9861435627783e-11	1.67434700838095e-07	MEturquoise
SCTR	-0.390330184983324	0.000376251381732809	0.975996084214907	MEturquoise
AC079600.3	0.644501834005603	1.4628314843252e-10	4.8814686631932e-07	MEturquoise
AC025419.1	-0.204494816935103	0.0706416311776456	1	MEturquoise
LINC01411	0.24287551015191	0.0310273605696437	1	MEturquoise
CARM1P1	0.574064197388086	3.18331951643118e-08	0.000101611558964483	MEturquoise
AC025465.4	-0.168404543663422	0.137922403342547	1	MEturquoise
FYTTD1P1	0.474965907344373	9.74424136719722e-06	0.0283654866199111	MEturquoise
AL590635.1	0.19295772673976	0.0884257594058687	1	MEturquoise
OR3D1P	0.323414740357492	0.00364537424922339	1	MEturquoise
AC024940.1	-0.443554086546459	4.23788836961851e-05	0.118999905418888	MEturquoise
MIR191	-0.184317346805077	0.103928172958142	1	MEturquoise
ANXA8	-0.297911916171775	0.00766382165877835	1	MEturquoise
SELENOTP1	-0.0592089428053165	0.604229780972146	1	MEturquoise
MYOD1	0.273633271524495	0.0146829794431985	1	MEturquoise
CD180	-0.513373485663243	1.31096959424964e-06	0.00394995138747417	MEturquoise
AC079598.3	-0.393943660466005	0.000328084704292894	0.855644908795867	MEturquoise
EOMES	0.906355548026429	1.54421786354482e-30	5.67500064852721e-27	MEturquoise
RNU6-642P	0.0434442322619963	0.703822510756523	1	MEturquoise
OR51A10P	0.0594810838786736	0.602565941158614	1	MEturquoise
AC126175.1	-0.072995780873483	0.522619313300471	1	MEturquoise
AC126124.1	0.286542052069591	0.0104619996145595	1	MEturquoise
MIR433	0.409650184833089	0.000177575583708615	0.476080139922797	MEturquoise
GLIPR1L1	-0.174227455880208	0.124622867437658	1	MEturquoise
IFNA5	0.206083005791931	0.068436412125673	1	MEturquoise
AL354824.2	0.591491138714256	9.47038765046853e-09	3.06177632739648e-05	MEturquoise
LINC00970	0.158921148862645	0.161838301409452	1	MEturquoise
AC016573.1	0.0456430406226504	0.689579186575383	1	MEturquoise
LINC00266-1	0.146423672808907	0.197867562088028	1	MEturquoise
AC131009.2	0.215114957191712	0.0569281960269158	1	MEturquoise
RNU4-85P	0.0853871797121328	0.454334119410177	1	MEturquoise
C1QTNF9	0.229534858162762	0.0418621774412148	1	MEturquoise
TMEM72	0.50487708138736	2.08694544805427e-06	0.00624205383513032	MEturquoise
CASP1P1	0.0261983089471431	0.818726341862378	1	MEturquoise
AC112220.1	0.0355441706686149	0.755811104223083	1	MEturquoise
RPL27AP8	0.187675056771486	0.0976698342633918	1	MEturquoise
ERICH6B	0.136167847275213	0.231471088099563	1	MEturquoise
RTP4	-0.27208683496547	0.015276006353357	1	MEturquoise
RNA5SP450	-0.0283008897878385	0.804456311422542	1	MEturquoise
SPATA19	0.251698503783522	0.025244315416515	1	MEturquoise
IL17C	-0.0113385876859009	0.92099822106698	1	MEturquoise
AC135731.1	0.26400000000204	0.0187252802336321	1	MEturquoise
MIR1-1	0.589524334201746	1.08981282223342e-08	3.51573616452501e-05	MEturquoise
WFDC11	-0.00210782502182948	0.985290908362063	1	MEturquoise
LINC00636	-0.147902712039167	0.193326319337634	1	MEturquoise
AC018647.1	-0.734736143856763	1.28433142943026e-14	4.46947337441732e-11	MEturquoise
MIR3648-1	-0.307293865777444	0.00587379001255846	1	MEturquoise
AP005018.1	0.0738199430864996	0.517922650167916	1	MEturquoise
SLCO1A2	0.182609287498135	0.107229423436306	1	MEturquoise
AC104248.1	0.314343654522691	0.00478281939616339	1	MEturquoise
LINC01192	0.377734330110332	0.000599269564473383	1	MEturquoise
C6orf201	0.293165950101439	0.00873986669509293	1	MEturquoise
C20orf202	0.866900652765249	5.45073938458925e-25	1.98297898811357e-21	MEturquoise
NPPA	0.0988784885581181	0.385958298639835	1	MEturquoise
AC010319.1	0.0515737375824619	0.6517074011583	1	MEturquoise
HNRNPA1P24	0.402381502245684	0.000236809680670293	0.626361605372925	MEturquoise
AL512380.2	-0.256104073669663	0.0227171863635269	1	MEturquoise
LYPLA1P3	-0.0459088407361739	0.687864564860823	1	MEturquoise
MIR5681A	0.128019383062659	0.26086106577185	1	MEturquoise
AC025031.2	-0.251768047597635	0.02520264358645	1	MEturquoise
VINAC1P	0.511267815882856	1.47279763329058e-06	0.00443164807857135	MEturquoise
RNA5SP154	-0.06852152171302	0.548485578168936	1	MEturquoise
HSP90AB2P	0.18164926113135	0.109120337855278	1	MEturquoise
LINC01055	0.421842597181565	0.000107938503635478	0.29385394335057	MEturquoise
MIR6750	0.172259598892976	0.129003049554929	1	MEturquoise
RNU6-310P	0.080238818766947	0.48208981599862	1	MEturquoise
EMBP1	0.863636502204166	1.29982373375797e-24	4.72225962474269e-21	MEturquoise
AGBL5-AS1	0.216363760092644	0.0554691847566614	1	MEturquoise
MIR4660	-0.122619911069192	0.281673892150338	1	MEturquoise
WBP11P1	0.209762928855101	0.0635396609552283	1	MEturquoise
AC017079.1	0.209757383924707	0.0635468199823129	1	MEturquoise
Z73361.1	0.125613733733192	0.270001376699497	1	MEturquoise
ANKRD62P1	0.262017981594378	0.0196660473761597	1	MEturquoise
FILNC1	-0.491012074481278	4.34084479679663e-06	0.0128141738401436	MEturquoise
RN7SL310P	0.0381945540781665	0.738235023767165	1	MEturquoise
AP003181.1	0.228734873169421	0.0426009875837115	1	MEturquoise
AL356585.4	0.0663631393512034	0.561181201893723	1	MEturquoise
TUBBP9	0.497418931275146	3.10692428325934e-06	0.00921824434843045	MEturquoise
LINC02490	0.614194430565047	1.74506175569156e-09	5.71158712637847e-06	MEturquoise
LINC02293	0.298772608803469	0.00748167361939774	1	MEturquoise
CLCN1	-0.276921642373966	0.0134877470344255	1	MEturquoise
BX284668.2	-0.0723775075175953	0.526156701195395	1	MEturquoise
BANCR	-0.4042620526935	0.000219952287522882	0.584193275660774	MEturquoise
AC008663.1	-0.0201138654942108	0.860337805039196	1	MEturquoise
AC092849.1	-0.111242997908953	0.329053023351658	1	MEturquoise
EIF4A2P5	0.171368620315001	0.131024390937548	1	MEturquoise
MIR4656	0.129833728767988	0.254107799361285	1	MEturquoise
RNA5SP229	-0.144881752626679	0.202682802230808	1	MEturquoise
MIR4449	0.0732331996096956	0.521264136191997	1	MEturquoise
AL035461.1	0.0256119417558294	0.822716699318262	1	MEturquoise
DNM1P38	0.175778594996289	0.121251113719896	1	MEturquoise
AP001972.4	-0.25574521127564	0.0229146435834828	1	MEturquoise
A1CF	0.389476140365686	0.000388544002041764	1	MEturquoise
AL445250.1	0.301535051604057	0.00692250928698154	1	MEturquoise
AC239804.1	-0.014652188117176	0.898020327493975	1	MEturquoise
AC010761.3	0.0718615041430491	0.529118116608342	1	MEturquoise
HJURP	-0.0551142547609505	0.629504011334014	1	MEturquoise
SPINK6	0.141766704874131	0.212664816431346	1	MEturquoise
RNU5E-4P	-0.303997591028545	0.00645542067430496	1	MEturquoise
MIR545	0.308908293256317	0.00560620094729723	1	MEturquoise
AC107905.1	0.126523222186532	0.266520765401462	1	MEturquoise
RNA5SP404	-0.0833310265232578	0.465311906940464	1	MEturquoise
AC127024.1	0.0852868664929787	0.454866347773063	1	MEturquoise
AL161752.1	0.262661844508681	0.0193560957167858	1	MEturquoise
KNG1	0.0803981532576684	0.481217482357292	1	MEturquoise
RNU7-12P	0.255156067958981	0.023241977555096	1	MEturquoise
LGALS12	-0.534991307205773	3.78859580729482e-07	0.0011668875086468	MEturquoise
EDA2R	-0.535359483788567	3.70654072416797e-07	0.00114235585118857	MEturquoise
OR9N1P	-0.00243815016689623	0.982986110929843	1	MEturquoise
SLC38A11	0.328799288746323	0.00309059574498557	1	MEturquoise
VSNL1	0.942340686270649	2.37896928475095e-38	8.83549192356504e-35	MEturquoise
ROCR	-0.304535502496047	0.00635716999496324	1	MEturquoise
AL078621.2	0.0354005037151608	0.756767476236067	1	MEturquoise
SCN1B	0.96393256478118	5.09483886351252e-46	1.90496025106733e-42	MEturquoise
NGF	-0.180341583249966	0.111737466714691	1	MEturquoise
AK3P5	-0.0857023417366749	0.452664216238207	1	MEturquoise
ZNF90P1	0.168049997410915	0.138765542322464	1	MEturquoise
AC011365.1	0.125600147161685	0.270053603112311	1	MEturquoise
RNU6-1216P	0.25785585221992	0.0217739811501659	1	MEturquoise
