Gene	corr	p.value	p.adj	Module
NPIPB9	-0.214530882513688	0.0576212501962022	1	MEturquoise
RNY4P37	0.113337518459659	0.319970602692849	1	MEturquoise
PHBP18	0.0906564544600245	0.426865494887415	1	MEturquoise
AC005758.1	0.217748508575433	0.0538872091942372	1	MEturquoise
MIR329-2	0.464700080992275	1.60074715713997e-05	0.0459254359383459	MEturquoise
LINC00836	0.565422657824311	5.65972846239453e-08	0.000179300197688659	MEturquoise
RN7SL110P	0.242928122806709	0.0309898240366304	1	MEturquoise
LINC00971	-0.0432287654739097	0.705223842322681	1	MEturquoise
FAM225B	0.0246412069641823	0.829332607000518	1	MEturquoise
AC006963.1	0.640163063644161	2.12139697504475e-10	7.05364494202378e-07	MEturquoise
SYNJ2-IT1	0.425976958268571	9.07754612397363e-05	0.248997090180597	MEturquoise
AC073130.1	0.109958721748954	0.334702201473394	1	MEturquoise
RNY4P19	0.140940174864825	0.215370839518616	1	MEturquoise
MAFA-AS1	0.0679700577264315	0.551716028456402	1	MEturquoise
AC020658.4	0.43394524856891	6.46020729759124e-05	0.178818537997326	MEturquoise
MIR544A	0.534523926784775	3.89523644742644e-07	0.00119856425487312	MEturquoise
LINC01446	0.095820586336625	0.400890279366764	1	MEturquoise
SETP22	-0.470842720023476	1.19169591800865e-05	0.0344995968263504	MEturquoise
AC020978.5	-0.272996113647757	0.0149248623920207	1	MEturquoise
AP003501.2	-0.0478504737304459	0.675387656209168	1	MEturquoise
AP001010.1	0.0502870680990224	0.659853341865713	1	MEturquoise
AL359962.1	0.152846382358909	0.178692675334028	1	MEturquoise
LINC01776	-0.271661647913222	0.0154426362751183	1	MEturquoise
AC106795.3	0.247228854288636	0.0280480419270373	1	MEturquoise
AKR1C6P	0.675446489698246	8.6082620894942e-12	2.91475754350274e-08	MEturquoise
AC068418.2	0.691332271316845	1.75391561471708e-12	5.99312965548827e-09	MEturquoise
AL137847.2	0.0487956820549394	0.669345003803316	1	MEturquoise
GPX5	0.188563401985158	0.0960644849296154	1	MEturquoise
CACNG6	-0.473039001453028	1.07088231699891e-05	0.0310877136624784	MEturquoise
AC019069.1	-0.65442187219851	6.11334676824463e-11	2.05041650606925e-07	MEturquoise
AC005357.2	0.344558260346826	0.00187406646997029	1	MEturquoise
EDARADD	-0.17154744785949	0.130616769894179	1	MEturquoise
AC099677.4	0.158453458449234	0.16309251809027	1	MEturquoise
DEFB125	-0.0145651818591353	0.89862267880822	1	MEturquoise
RPL7P21	0.0815849230266654	0.47474667356966	1	MEturquoise
SCGB3A2	-0.0643478371191324	0.573159623286987	1	MEturquoise
RNA5SP452	-0.0301573268761695	0.791909554439222	1	MEturquoise
RRM2	0.367748904858366	0.000855515190199877	1	MEturquoise
SAGE2P	0.0296444753581573	0.795370537327692	1	MEturquoise
AC005699.1	0.236776235114547	0.0356459077475683	1	MEturquoise
AL136369.2	0.154302060736739	0.174541854387699	1	MEturquoise
TMPRSS6	0.472346385581222	1.10768518571018e-05	0.0321228703855953	MEturquoise
CCL19	0.198697475213895	0.0791804335243766	1	MEturquoise
SLCO1B3	0.176889047469297	0.118880581534105	1	MEturquoise
AP000720.2	-0.0927168731319213	0.416388366501302	1	MEturquoise
AC027682.3	0.0369866821400675	0.746229042985549	1	MEturquoise
GOT2P3	0.306095144910611	0.00607971505224417	1	MEturquoise
NT5DC4	0.444534843548359	4.05648816109064e-05	0.114027882208258	MEturquoise
MIR668	0.676594103985175	7.69905947945011e-12	2.60998116353359e-08	MEturquoise
OXGR1	0.437979723558887	5.42048367830683e-05	0.150906265604062	MEturquoise
AC105118.1	0.180245404013234	0.111931855671018	1	MEturquoise
GPR37L1	-0.850951000967445	3.11302855151581e-23	1.12380330709721e-19	MEturquoise
WFDC13	0.0218561828317657	0.84837796967858	1	MEturquoise
MIAT	0.973109770675285	7.43921075777263e-51	2.78821619201318e-47	MEturquoise
AC104619.2	0.16386359268042	0.149017468505528	1	MEturquoise
C7orf33	0.549435639877119	1.57316016785598e-07	0.000491455236438209	MEturquoise
AL672142.1	-0.313305885622613	0.00493119259280008	1	MEturquoise
AC019068.1	0.10107456866317	0.375443066443394	1	MEturquoise
AC010307.2	0.51205077594367	1.41054256270363e-06	0.00424573311373792	MEturquoise
AC091114.1	-0.335263175840051	0.00252510196422541	1	MEturquoise
RNA5SP446	0.277272175822613	0.0133654535335561	1	MEturquoise
PICSAR	-0.470656737726439	1.20249142886555e-05	0.0348001019513691	MEturquoise
SNORD115-34	0.329605138363203	0.00301440756881144	1	MEturquoise
PPM1K-DT	0.420338316283923	0.000114894759597324	0.311939272306734	MEturquoise
MIR5582	0.276840464808083	0.0135162059517294	1	MEturquoise
AL139246.3	-0.162418090747949	0.152685832722994	1	MEturquoise
AL139022.2	-0.144106443525466	0.205135375785123	1	MEturquoise
LINC01940	-0.258494914885834	0.0214383113365944	1	MEturquoise
AC006974.1	0.0687326509754603	0.547251221649048	1	MEturquoise
RN7SL488P	0.268112194802984	0.0168958964284983	1	MEturquoise
SLC5A11	-0.0691052130288387	0.54507634888184	1	MEturquoise
AL021155.1	0.184792506174473	0.103024030040736	1	MEturquoise
NT5C3AP1	-0.0549052332089624	0.630806005335222	1	MEturquoise
AL669970.3	0.0894128602528037	0.433261321635295	1	MEturquoise
AC113143.2	0.176485744166868	0.11973737760036	1	MEturquoise
AC010271.2	0.211019412215215	0.0619341885054533	1	MEturquoise
AL138720.1	0.549992935436974	1.51944188275512e-07	0.00047497753254925	MEturquoise
TNR-IT1	0.229326458659755	0.042053608969696	1	MEturquoise
MIR1193	0.629390534819374	5.20715296622664e-10	1.71992262474466e-06	MEturquoise
AC079193.1	0.443145710301779	4.31562265068696e-05	0.121139527804783	MEturquoise
RPS3AP14	0.154402324945728	0.17425857427665	1	MEturquoise
AL445685.1	0.617506330776318	1.34813906961734e-09	4.42189614834487e-06	MEturquoise
MIR4431	0.153545543942731	0.176690142113161	1	MEturquoise
RNU6-1086P	0.171817890535833	0.130002153623764	1	MEturquoise
RPL12P4	-0.116695038116927	0.305750195555879	1	MEturquoise
CYP4F3	-0.372250794371177	0.000729680245294538	1	MEturquoise
IMPDH1P4	0.0160842429475919	0.888114622225026	1	MEturquoise
HBE1	-0.182189164216554	0.108053763091238	1	MEturquoise
LINC00868	0.405322137262015	0.000210943462662086	0.562164327994459	MEturquoise
RF00424	0.407214480278382	0.000195701383475541	0.522522693879695	MEturquoise
AL512383.1	0.0759820394005012	0.505704030046228	1	MEturquoise
GOLGA2P11	-0.0966909814159051	0.396605829287949	1	MEturquoise
SPDEF	0.558267997947945	9.00267755430822e-08	0.000283134209082993	MEturquoise
HSD17B7P1	0.232914746969339	0.0388570980398643	1	MEturquoise
AL353801.1	0.424862847950005	9.51329584058196e-05	0.260474040115134	MEturquoise
GPAT2P1	0.0591846424472227	0.604378448913219	1	MEturquoise
LINC01149	0.466051233481114	1.50087273701912e-05	0.0432101260987803	MEturquoise
AL096800.1	0.161615767385241	0.154750806221717	1	MEturquoise
AC005277.2	-0.064696222882454	0.571080434725065	1	MEturquoise
AC011824.2	-0.051492611168625	0.652219825595128	1	MEturquoise
SEPSECS-AS1	0.0241129586488296	0.83293783258813	1	MEturquoise
PTH1R	0.940407475347412	8.1660972770237e-38	3.0320719189589e-34	MEturquoise
AC100757.2	0.0648297321669983	0.570284576716443	1	MEturquoise
AC142381.2	0.44887032471399	3.33781436161351e-05	0.0941931212847332	MEturquoise
AOC4P	-0.235957464493248	0.0363075840293678	1	MEturquoise
AL390729.1	-0.139050633597267	0.221648232110721	1	MEturquoise
LRCOL1	0.409331890237551	0.000179852973676829	0.481826116480226	MEturquoise
MIR613	-0.105181608118286	0.356249175172722	1	MEturquoise
MIR6730	-0.0782577018546311	0.493006207080955	1	MEturquoise
AC068057.1	-0.339266076575805	0.00222327215471459	1	MEturquoise
RNU6-768P	0.586117003315139	1.38689756453761e-08	4.46026256755295e-05	MEturquoise
AC012409.3	0.536833811617375	3.39449791979336e-07	0.00104754205804823	MEturquoise
AC011509.2	0.336297037928852	0.00244381733522204	1	MEturquoise
DPYS	0.604651832551968	3.61063707939116e-09	1.1759844967577e-05	MEturquoise
AC023513.1	0.421847715741788	0.000107915513533078	0.29385394335057	MEturquoise
DUTP6	0.303789119614686	0.00649385699223458	1	MEturquoise
PDZD3	-0.287310565554567	0.0102480875716285	1	MEturquoise
ANKRD62P1-PARP4P3	0.364272606993501	0.000965843664602832	1	MEturquoise
LINC01675	0.83099068312281	2.64992804299332e-21	9.51324167434601e-18	MEturquoise
AP005329.2	-0.517103970481682	1.06463251134898e-06	0.00322264261185336	MEturquoise
FER1L6	0.212272340859349	0.0603661864890851	1	MEturquoise
Z93403.1	-0.150894507014212	0.184370736269981	1	MEturquoise
AL161757.1	-0.186542134000395	0.0997475708369454	1	MEturquoise
PTPRD-AS2	0.729198071583674	2.53418027251101e-14	8.8113448075208e-11	MEturquoise
AC108676.1	0.346344783962736	0.001767848475261	1	MEturquoise
AC007224.2	-0.105885289400116	0.35302253168035	1	MEturquoise
TGFA-IT1	-0.404985945693464	0.000213763024574942	0.568609645369345	MEturquoise
RPS17P14	0.0767043943272414	0.501655212280126	1	MEturquoise
AL161788.1	0.195434373081555	0.0843369784462224	1	MEturquoise
AL139260.3	-0.214005112683152	0.0582509872374377	1	MEturquoise
PDYN	-0.0654144274103518	0.566805287367501	1	MEturquoise
AC003956.1	-0.387868593265374	0.000412685095336075	1	MEturquoise
AL031055.1	-0.465919219081152	1.51036795130944e-05	0.0434683896386858	MEturquoise
LINC02155	0.428100351774411	8.29778779129219e-05	0.228272142138448	MEturquoise
MRGPRF-AS1	-0.299570743138987	0.00731617690658978	1	MEturquoise
AC002472.1	0.535276291077849	3.72493344577362e-07	0.00114765199464285	MEturquoise
SEBOX	0.0235740108402235	0.836619633568822	1	MEturquoise
AL671277.1	0.0051236506428795	0.964255236228397	1	MEturquoise
AL355615.1	0.233118775232858	0.0386815997259214	1	MEturquoise
AP000654.1	-0.123523386018841	0.278116549216379	1	MEturquoise
BTBD16	0.250488803527663	0.0259785949616009	1	MEturquoise
COPS8P3	0.114732157412281	0.314013086273629	1	MEturquoise
AC112206.1	-0.417046927710883	0.000131584277294363	0.355935470081251	MEturquoise
EIF4EP3	-0.126144053601983	0.267968146510518	1	MEturquoise
AL138899.2	0.282120881201534	0.011769850857856	1	MEturquoise
ACTBP6	0.534345560986241	3.93667701406907e-07	0.00121013451412483	MEturquoise
RPL21P135	0.209113647459545	0.0643823952450302	1	MEturquoise
AC018521.7	-0.0765446789631356	0.502548969813699	1	MEturquoise
VCX3B	0.415836871834063	0.000138263451464648	0.373449582406014	MEturquoise
RPS3AP39	0.143411909244794	0.207350326282163	1	MEturquoise
FCGR1B	-0.19171934349658	0.0905281805955862	1	MEturquoise
AC026786.2	-0.100305494376613	0.379105628814452	1	MEturquoise
LARP1P1	0.200323970966133	0.0767057314241779	1	MEturquoise
LINC02412	-0.224062607631091	0.0471349430545558	1	MEturquoise
AC106892.1	0.154969365914836	0.172662825275915	1	MEturquoise
AP005263.1	-0.0684486582543763	0.548911883319097	1	MEturquoise
LINC01447	-0.280171450109089	0.0123902705786564	1	MEturquoise
AC026787.1	0.161325312780546	0.155503465536701	1	MEturquoise
HHATL-AS1	0.519778596213833	9.15643828500048e-07	0.00277897901949765	MEturquoise
TMC4	0.0482881103682539	0.672587296164881	1	MEturquoise
RNU6-1148P	0.36835600797699	0.000837466915982854	1	MEturquoise
AC134312.2	0.232491176161724	0.0392235573886181	1	MEturquoise
AC010163.2	0.150488867563897	0.185567005429096	1	MEturquoise
ENPP7P10	-0.402814817890381	0.000232823315746765	0.616283316781686	MEturquoise
LINC01019	0.508552344883217	1.70936830951011e-06	0.00513152366514934	MEturquoise
TATDN2P2	-0.255272648563625	0.0231768902071216	1	MEturquoise
RPS12P5	0.176819868422501	0.119027212948256	1	MEturquoise
AC087386.1	0.224612396515297	0.0465815985293154	1	MEturquoise
IL2RB	-0.216506340426927	0.0553045648470286	1	MEturquoise
AC096644.4	0.418439048712079	0.000124269397282116	0.336894336031816	MEturquoise
AC010947.1	0.380005631554711	0.00055177861236119	1	MEturquoise
AP003031.1	-0.0379577863487744	0.739799861486264	1	MEturquoise
AL357052.1	-0.0301580386207056	0.791904754000907	1	MEturquoise
AC092162.2	0.120413369830966	0.290488650087239	1	MEturquoise
MIR1185-2	0.58837074393521	1.18285649696814e-08	3.81352934622529e-05	MEturquoise
AP000787.2	0.631651969686962	4.32498748373621e-10	1.43243585461343e-06	MEturquoise
AC084757.4	0.450450436109139	3.1067798883094e-05	0.087921870839156	MEturquoise
ASB4	-0.110163963218389	0.333795310794269	1	MEturquoise
AC005383.1	-0.286859810474997	0.0103730854397674	1	MEturquoise
AP002856.3	0.586991246432962	1.30406045244266e-08	4.19777059641293e-05	MEturquoise
HNRNPA1P35	0.368385241261171	0.000836606654718351	1	MEturquoise
AL691447.2	0.684107350265569	3.66120289902605e-12	1.24590734653857e-08	MEturquoise
C6	-0.168522892286941	0.137641824472843	1	MEturquoise
FMO8P	0.0073626235226863	0.948653149926471	1	MEturquoise
AC010719.1	-0.076784283150558	0.501208468977391	1	MEturquoise
MIR1275	0.370868706495133	0.000766391175883941	1	MEturquoise
RPL7AP14	0.193616791507093	0.0873226930890966	1	MEturquoise
LINC02321	-0.0626950848565188	0.583070996461569	1	MEturquoise
HR	0.91453268673752	5.35470502103964e-32	1.97374427075521e-28	MEturquoise
AC010320.3	-0.111817446015635	0.326545911298844	1	MEturquoise
IGLVIVOR22-1	-0.0725126243348361	0.525382621123663	1	MEturquoise
RNU6-1251P	0.359335866223544	0.00114476759710704	1	MEturquoise
AC125613.1	-0.319485331368296	0.00410456968159349	1	MEturquoise
AC079035.1	0.128655632157429	0.258479132414062	1	MEturquoise
MYH16	0.0747039100117841	0.512909076430859	1	MEturquoise
PDPK2P	0.0934236097183345	0.412829207688933	1	MEturquoise
RNU7-110P	0.115444796860222	0.310996682687274	1	MEturquoise
AL445426.1	-0.29720212655081	0.00781695400150635	1	MEturquoise
NANOS2	0.0929974474971197	0.414973260969369	1	MEturquoise
LINC01549	-0.238219769735789	0.0345039010133439	1	MEturquoise
OR52J3	-0.0694359533224664	0.543149147216029	1	MEturquoise
MIF-AS1	-0.147097867344811	0.195788116178513	1	MEturquoise
MIR656	0.547577994093501	1.76551539622704e-07	0.00055048770054359	MEturquoise
AC127459.2	0.49964882979306	2.76112473413302e-06	0.00820882383457747	MEturquoise
LINC02599	0.147092875352349	0.195803455257602	1	MEturquoise
LINC02417	0.208129337659426	0.0656772068333095	1	MEturquoise
AC092349.1	-0.412197034620956	0.000160287687773164	0.431494455485358	MEturquoise
RPL10P1	0.192647391838238	0.0889489609047069	1	MEturquoise
LINC01821	0.281647168344709	0.0119180743260123	1	MEturquoise
LINC01700	0.441020196875599	4.74206669470533e-05	0.132635605450908	MEturquoise
PRG4	-0.1939524646804	0.0867650812633623	1	MEturquoise
TFCP2L1	0.690881131207503	1.83754381777399e-12	6.27704968151594e-09	MEturquoise
AL357146.1	-0.376688960497669	0.000622356078336946	1	MEturquoise
DMBT1P1	0.126482770184654	0.266674929000716	1	MEturquoise
LPGAT1-AS1	-0.205945594597069	0.0686249897967873	1	MEturquoise
RPL30P7	0.0324511857933839	0.7764794791358	1	MEturquoise
AC090772.1	-0.370379131746056	0.000779793147491717	1	MEturquoise
ZIC1	-0.842876578387073	2.02389909771546e-22	7.29008454997108e-19	MEturquoise
OSMR-AS1	-0.438357292891971	5.33159006830025e-05	0.148484783402162	MEturquoise
FOXQ1	0.438693920204747	5.25347927076657e-05	0.146414467276264	MEturquoise
AP002852.1	-0.289504760716567	0.00965821010263196	1	MEturquoise
AL355607.1	0.280663802679504	0.0122309545324836	1	MEturquoise
AC068722.2	-0.167389334272482	0.140347025916002	1	MEturquoise
C6orf99	0.0613724146578181	0.591058897074336	1	MEturquoise
AL022396.1	0.193532186036514	0.0874636839141768	1	MEturquoise
MIR4684	-0.0294913587213801	0.79640461527497	1	MEturquoise
AC026523.2	0.188898150729229	0.0954649511229291	1	MEturquoise
CROCCP5	0.434387415579017	6.33783629416621e-05	0.175494686985462	MEturquoise
AL645939.3	0.224000996851673	0.0471972886159015	1	MEturquoise
RNU1-146P	0.54952771839541	1.56416222811083e-07	0.000488800696284633	MEturquoise
FOXD2	-0.496840366153571	3.2030790002062e-06	0.00949712923561138	MEturquoise
MIR3659	-0.20541440669464	0.0693579118198411	1	MEturquoise
EDN3	-0.330399441374651	0.0029409590142333	1	MEturquoise
AC068533.4	-0.133914443306591	0.239357537010968	1	MEturquoise
RNU6-1189P	0.00743391804411716	0.948156626050901	1	MEturquoise
SOST	-0.312558062765598	0.00504062692582356	1	MEturquoise
BTF3P8	-0.167862653736367	0.139212629016092	1	MEturquoise
AL109933.2	-0.298471066119139	0.0075450511562254	1	MEturquoise
RF00422	0.365090152649942	0.000938794430426385	1	MEturquoise
LINC00551	0.00601880688902458	0.958015479265477	1	MEturquoise
AC008764.4	-0.147201858823197	0.195468774046188	1	MEturquoise
LINC01565	-0.153667676300417	0.176342020385488	1	MEturquoise
AC005697.1	0.109943124883343	0.334771182182064	1	MEturquoise
AC098583.1	-0.376639571467689	0.000623466616167203	1	MEturquoise
AC011487.4	0.129500193304701	0.255340233240167	1	MEturquoise
ADGRD2	0.116778396499538	0.305402450331513	1	MEturquoise
AL161793.1	-0.348716212189779	0.00163524054361477	1	MEturquoise
AC007557.1	0.374976579728825	0.000661931427211656	1	MEturquoise
DLX1	-0.278051798087218	0.013096900007614	1	MEturquoise
SPDYE2	-0.206500039449656	0.0678666473091429	1	MEturquoise
RPL7P29	0.0282712843424551	0.80465680999809	1	MEturquoise
AC016831.2	0.323208327784514	0.00366830507772416	1	MEturquoise
AC011491.1	0.0820960354135413	0.47197435590087	1	MEturquoise
LINC01958	-0.12317344374566	0.279490838209834	1	MEturquoise
VTRNA1-3	0.491591064555973	4.21277990455901e-06	0.0124445518380673	MEturquoise
AC023449.2	0.397955246912487	0.000281281166465304	0.739206905470819	MEturquoise
COLCA1	0.736227010730824	1.06650015840068e-14	3.71568655186797e-11	MEturquoise
MIA	0.246683012817944	0.0284078117179732	1	MEturquoise
ADCYAP1	0.912683227279933	1.17865593830984e-31	4.3386325089185e-28	MEturquoise
BCAS1	-0.333790825074021	0.00264504679245402	1	MEturquoise
UBE2E1-AS1	-0.262176254797567	0.0195894643936023	1	MEturquoise
AL445985.1	-0.411248209359302	0.000166538179523723	0.447654626559767	MEturquoise
LINC02144	-0.244603465033999	0.0298143763340637	1	MEturquoise
AC022210.1	-0.0686682647611079	0.547627509535464	1	MEturquoise
HAPLN4	0.423563514203677	0.000100459129106726	0.274353881590467	MEturquoise
AC135584.1	-0.533825583396923	4.0598782077757e-07	0.00124760057324947	MEturquoise
AC104759.1	0.20808693493546	0.065733454894223	1	MEturquoise
AC074051.1	-0.00845996689871449	0.941013086151859	1	MEturquoise
AC022217.2	0.497025833710803	3.17195468196671e-06	0.00940801758671326	MEturquoise
AC107241.1	-0.174939275503529	0.123066772279985	1	MEturquoise
GAPDHP47	0.483423301666688	6.39533556103544e-06	0.0187255425227118	MEturquoise
RN7SKP89	0.653715914837485	6.51190116835989e-11	2.18278927163423e-07	MEturquoise
PURPL	-0.216965640588733	0.0547769797524109	1	MEturquoise
RNU6-891P	0.221550646903504	0.0497325373852905	1	MEturquoise
CLDN6	0.193468085901963	0.0875706234496353	1	MEturquoise
AC091180.4	0.184907926222214	0.102805334808868	1	MEturquoise
SERPINB13	-0.17025776280788	0.13357818282412	1	MEturquoise
MIR181D	0.349903361384482	0.00157228650689495	1	MEturquoise
NLRP11	-0.238887230407626	0.0339863126619876	1	MEturquoise
AC007402.1	-0.152085059788806	0.180892018793525	1	MEturquoise
SAA2	0.29547139325206	0.00820166418619236	1	MEturquoise
RNA5SP242	0.0280855048954294	0.805915261335064	1	MEturquoise
AC034243.1	-0.302052857781374	0.00682189382129951	1	MEturquoise
AC009908.1	-0.0698664139045491	0.540645874883657	1	MEturquoise
RPL27AP	0.237565998168471	0.0350172576054481	1	MEturquoise
AC020907.1	-0.341186571863644	0.00209030959025345	1	MEturquoise
NACA3P	-0.0452570639753878	0.692071824976195	1	MEturquoise
AC097658.1	-0.219025949924968	0.0524607495251374	1	MEturquoise
AC011389.3	0.187820575944146	0.097405433325405	1	MEturquoise
SNCG	0.93403132936371	3.62635658903062e-36	1.34320248057694e-32	MEturquoise
LINC02673	0.184421940611584	0.103728621119805	1	MEturquoise
AC012485.1	0.544699934664271	2.10811315029602e-07	0.000656044812372121	MEturquoise
ELL2P1	-0.0110844767077089	0.92276324865813	1	MEturquoise
DDIT4L	0.715796950541203	1.22758279589464e-13	4.24498130820366e-10	MEturquoise
TRAF6P1	-0.0644317074248553	0.57265875833735	1	MEturquoise
AC090771.1	-0.13537795750684	0.234214677156925	1	MEturquoise
MIR654	0.307546144791168	0.00583124513787544	1	MEturquoise
AC006206.2	0.140887248097642	0.215544944140202	1	MEturquoise
HHLA1	0.327154004919123	0.00325151331495012	1	MEturquoise
RNU5F-3P	-0.166322287574937	0.14292995026224	1	MEturquoise
GLYCTK-AS1	-0.564616584721333	5.96684090867327e-08	0.000188850514759509	MEturquoise
IFITM2	-0.597551244218743	6.10765969195672e-09	1.98315710197835e-05	MEturquoise
SLC46A2	0.0738696602874813	0.517640012280973	1	MEturquoise
AC005005.2	0.189137392759072	0.0950382722393983	1	MEturquoise
AC096536.2	0.570634122861882	4.00809628677234e-08	0.000127577704807964	MEturquoise
AC093151.2	0.0449370360477292	0.694141050420546	1	MEturquoise
FGF3	-0.288360726769479	0.00996195599387033	1	MEturquoise
LHCGR	-0.343297117077718	0.00195247201585159	1	MEturquoise
SPINT1	0.741189724525549	5.69268644414306e-15	1.98845537493917e-11	MEturquoise
LINC01960	0.35499456977367	0.00132637423677633	1	MEturquoise
SCEL	0.238295118669829	0.0344451424331227	1	MEturquoise
MIR652	-0.0659008698526029	0.563918286267015	1	MEturquoise
AL160286.2	-0.118064595086946	0.300069441950965	1	MEturquoise
TCP11X2	-0.13783734771724	0.225746108605289	1	MEturquoise
RNA5SP340	-0.0727467335628434	0.524042770164612	1	MEturquoise
AL353751.1	0.133197447419603	0.241905382016222	1	MEturquoise
MIR3158-1	0.0396224174935302	0.728820768260258	1	MEturquoise
FAT2	-0.14214162628558	0.211445309509041	1	MEturquoise
RNU6-987P	0.2291419281296	0.0422237205997675	1	MEturquoise
RNU6-143P	0.30444272345366	0.00637402155313456	1	MEturquoise
VEZF1P1	0.351796168894789	0.00147642521615437	1	MEturquoise
AC004063.1	0.369536263432107	0.000803366940459295	1	MEturquoise
AL079304.1	-0.20265797142185	0.0732629828901982	1	MEturquoise
AC113340.1	0.160555650375625	0.157511072079775	1	MEturquoise
UBE2FP2	0.324010577331532	0.00357989650751143	1	MEturquoise
AC008056.1	0.0724127810209943	0.525954565286918	1	MEturquoise
DSG1	0.0944774809939552	0.407554818556997	1	MEturquoise
HLA-U	0.116169204385925	0.307949741045485	1	MEturquoise
MRPS5P4	0.213861127428012	0.0584244188299189	1	MEturquoise
AL136501.1	-0.423617088936768	0.000100234173533223	0.273839762092766	MEturquoise
SP5	-0.354817343727254	0.0013343131366121	1	MEturquoise
AC007749.1	0.290375532513357	0.00943247162301294	1	MEturquoise
IGBP1P3	-0.248149874570216	0.0274497170840932	1	MEturquoise
AC007435.1	0.0917416881458246	0.421328473800823	1	MEturquoise
AL136520.1	0.161215626965924	0.155788403466058	1	MEturquoise
ACTG2	-0.071005279392815	0.534050383240567	1	MEturquoise
AC005550.1	-0.213214987471823	0.0592078849194253	1	MEturquoise
TUSC8	0.193879641263307	0.0868858136770106	1	MEturquoise
AC006116.4	0.482334295916054	6.75593501357283e-06	0.0197611099147005	MEturquoise
AC012491.1	0.013388077573518	0.906777356049489	1	MEturquoise
AC066612.2	0.23523092927833	0.0369032851352038	1	MEturquoise
IKBKGP1	0.179861407347706	0.112710562987413	1	MEturquoise
AC090377.1	-0.509836678701374	1.59333676552737e-06	0.00478957031717526	MEturquoise
AL807761.4	-0.0586135472118655	0.60787699363158	1	MEturquoise
AC079906.1	-0.0721364208970531	0.527539296805268	1	MEturquoise
FFAR4	-0.318201893286572	0.0042653279900308	1	MEturquoise
ERN2	0.422664950985401	0.000104302421796205	0.284537006660047	MEturquoise
RNU7-171P	-0.10835646198032	0.341835463061747	1	MEturquoise
AC068831.3	-0.382013090084235	0.000512692605720353	1	MEturquoise
AL450998.1	0.0108365291297453	0.924485825489467	1	MEturquoise
AC120193.1	0.849635943435631	4.25426468764095e-23	1.53451327283209e-19	MEturquoise
LINC01705	-0.331771897470144	0.0028178142758874	1	MEturquoise
AC093809.1	0.198770966432612	0.0790672607196576	1	MEturquoise
LINC01385	0.446617487961492	3.69497536644887e-05	0.104124405826529	MEturquoise
RNU6-742P	0.276036788100052	0.0138007737802992	1	MEturquoise
AL162713.1	0.386620109559745	0.000432372962714024	1	MEturquoise
PRSS16	-0.651441595907836	7.97230008332875e-11	2.66832883789013e-07	MEturquoise
AC098827.1	0.574116059283103	3.17218560416356e-08	0.000101287886340942	MEturquoise
AC093484.1	0.587645234763838	1.2451962036039e-08	4.01326736421538e-05	MEturquoise
SLC22A31	-0.0800732892837661	0.482996958360645	1	MEturquoise
GPX8	-0.7649519466165	2.28340030597608e-16	8.03528567672983e-13	MEturquoise
OR14A16	0.252203924940182	0.0249427857163911	1	MEturquoise
AC104389.4	-0.13674900997621	0.229466830849675	1	MEturquoise
AL445183.3	-0.162076656116981	0.153562070707365	1	MEturquoise
AC091492.1	0.569771529935673	4.2454284288452e-08	0.000135047078321566	MEturquoise
AC243919.2	-0.179197485300242	0.114066799334517	1	MEturquoise
CNTNAP3P5	0.239573454531968	0.0334609737994107	1	MEturquoise
RNU6-554P	0.0834176313939255	0.4648466277831	1	MEturquoise
AL137783.1	0.277599415623486	0.0132521549435186	1	MEturquoise
AC005077.2	0.0475061810197284	0.677593827155317	1	MEturquoise
AL583835.2	-0.0280323213895257	0.80627561196189	1	MEturquoise
LINC00707	-0.0102414726388208	0.928621288463132	1	MEturquoise
GSTO3P	0.475141869725779	9.66033513554527e-06	0.0281405562498434	MEturquoise
AL451065.1	-0.422425881868282	0.000105347621570667	0.287282964023209	MEturquoise
AC084128.1	0.228568130557163	0.0427563328120004	1	MEturquoise
NPR3	0.906632384141563	1.38517687077886e-30	5.09191017698309e-27	MEturquoise
CD300E	0.702096647852508	5.62595655378809e-13	1.93645424581386e-09	MEturquoise
AL356441.1	-0.137389993539715	0.227270343823279	1	MEturquoise
SLC12A9-AS1	0.227350051189202	0.0439054526782588	1	MEturquoise
CPNE9	0.949337818881115	1.86314520822882e-40	6.94394219106882e-37	MEturquoise
COLEC10	0.301948494488826	0.00684206848157731	1	MEturquoise
RNU6-313P	0.215822163766719	0.0560981510935466	1	MEturquoise
AL138686.1	0.197210177077349	0.0814986768365637	1	MEturquoise
LINC02418	0.483706114698879	6.30468550001245e-06	0.0184853378860365	MEturquoise
AL139819.1	0.269345156775173	0.0163782785866172	1	MEturquoise
PTH2	-0.545944751466957	1.95284889611144e-07	0.000608117146249101	MEturquoise
IL37	0.561764542882852	7.18543992904655e-08	0.00022691619295929	MEturquoise
AL451042.2	-0.664310767934002	2.47925710631088e-11	8.35509644826766e-08	MEturquoise
TRPM2	0.977905430591518	4.22321285106701e-54	1.58328249786502e-50	MEturquoise
MIR365A	0.580980036569638	1.98436529173439e-08	6.36584385588394e-05	MEturquoise
AC072062.1	-0.347816601413733	0.00168445126058281	1	MEturquoise
HLA-P	0.104694660688405	0.358492646703455	1	MEturquoise
AC084880.2	0.0753683703666252	0.509156861425055	1	MEturquoise
